NAME,BRAND,UOM,CATEGORY,SUB CATEGORY,TAX CODE,QTY SOLD,NO. OF BILLS,TAXABLE AMOUNT,REVENUE,MRP,SP/WP/SPLP/OP,CP
Pure&Sure Pasta Panna 200g,Pure & Sure,1 kg,Miscellaneous,Miscellaneous,12,19,19,1187.5,1330,70,70,52.49
GreenGram Whole 500g,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,1,1,85.71,90,90,90,61.01
Black Gram Split 500g,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,152.38,160,85,160,62
Gingelly Oil 500ml,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,2,1,552.38,580,270,290,190
Clay Plates,Clay Pots,1 ltr,Household,Miscellaneous,0,2,2,400,400,200,200,130
FREE SKU 10,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Siri Dhanyalu Ravva,5,2,1,304.76,320,160,160,122
Black Gram Split 500g,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,85.71,90,85,90,62
Nature Drop 2 ltr,Herbal Strategi,1 ltr,Household,Dishwash,18,83,61,34817.8,41085,495,495,396.01
Desi CowGhee 400-G,Arogya Rahasya,1 grm,Dairy Products,Ghee,12,15,13,6964.29,7800,520,520,468
FREE SKU 4,Prakruthivanam,500 grm,Miscellaneous,Miscellaneous,5,6,1,457.14,480,70,80,51.45
Shampoo 600ml,Prakruthivanam,1 pc,Personal Care,Shampoo,18,8,5,1966.1,2320,290,290,274.94
Native Circle Skin Revitalising Face Pack,NATIVE CIRCLE,1 grm,Miscellaneous,Miscellaneous,0,1,1,237.5,237.5,250,237.5,171
Pure&Sure Coconut Milk 160ml,Pure & Sure,1 ltr,Miscellaneous,Miscellaneous,12,19,15,1357.14,1520,80,80,60
Pain Relief Oil 25ml,Prakruthivanam,1 ltr,Personal Care,Body Care,18,1,1,105.93,125,125,125,100.3
Safflower Oil - 1lts-pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,758,495,353733.33,371420,490,490,380.1
Coconut Oil 1lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,466.67,490,540,490,430
Nannari  750ml,GCC,1 pc,Sharbat Falooda & Juices,Sharbat,18,1,1,118.64,140,140,140,110
Dhaniyalu 500g,Prakruthivanam,1 pkt,Miscellaneous,Miscellaneous,5,34,26,2266.67,2380,70,70,55.65
Neem Leaves Powder 100g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,44.09,46.3,50,46.3,39
Watermelon Seeds 250g,Dry Fruits,1 pkt,SEEDS,HERB SEEDS,5,1,1,66.14,69.44,75,69.44,57.75
Yellow Kismis 250g,Dry Fruits,1 pkt,DRYFRUITS,DRYFRUITS,5,1,1,80.25,84.26,91,84.26,73.5
Arikalu (kodo) Millet - 1kg - Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,2607,1939,417120,417120,160,160,0
Dry Coconut 250g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,2,1,152.38,160,60,80,39.9
Honey Farm Collection 500g,Prakruthivanam,1 pc,Branded Foods,Honey,5,2,1,376.81,395.65,200,197.82,147
Channa White 500g,Prakruthivanam,1 pkt,Grocery & Staples,Dals With Husk,5,1,1,75.36,79.13,80,79.13,53.55
Hot Sajja Vada 100g,Prakruthivanam,1 pc,Snacks,Home Made,5,1,1,94.2,98.91,100,98.91,70.35
Minapa Laddu (Sunnundalu) 200g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,3,1,330.65,347.18,130,115.73,91
Masala Borugulu 100g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,2,1,75.36,79.13,40,39.56,30.45
Moringa Powder 250g,Gouthami Agro Industries,1 kg,Naturals,Naturals,0,15,13,6000,6000,350,400,245
Black Kissmis 250g,Dry Fruits,1 pkt,DRYFRUITS,DRYFRUITS,5,42,33,3640,3822,91,91,70
Single Polished Rice 25kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,0,1,1,2000,2000,2250,2000,1710
Timbaktu Organic Sama Mixture 250g,Timbaktu,1 kg,Miscellaneous,Miscellaneous,18,1,1,36.02,42.5,50,42.5,37.5
Absolute Buffalo Ghee 190ml ,Absolute Milk,1 kg,Miscellaneous,Miscellaneous,12,1,1,201.12,225.25,265,225.25,212.24
Castor Oil 200ml,Prakruthivanam,1 pc,Personal Care,Hair Oil,5,1,1,56.67,59.5,70,59.5,52.5
Gingely Oil 5ltr,Prakruthivanam,1 btl,KIRANA,COLD PRESSED OILS,5,4,4,11047.62,11600,2900,2900,2451.75
Curry Leafpowder 100g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,76.1,79.9,80,79.9,56
Groundnuts 500g,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,1,1,104.63,109.87,110,109.87,88
Native Circle Ac Tooth Powder 70g,NATIVE CIRCLE,1 kg,Miscellaneous,Miscellaneous,18,1,1,211.61,249.7,250,249.7,196
Yellow Kismis 250g,Dry Fruits,1 pkt,DRYFRUITS,DRYFRUITS,5,1,1,86.56,90.89,91,90.89,73.5
Timbaktu Organic Peanut Peda 150g,Timbaktu,1 kg,Custom,Custom,18,1,1,67.71,79.9,80,79.9,60
Groundnuts 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,1,1,199.76,209.74,210,209.74,168
Masala Borugulu 100g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,8,7,304.76,320,40,40,30.45
Sambar Powder 200g,Prakruthivanam,1 pc,Masala & Spices,Powder,5,1,1,49.76,52.25,55,52.25,36.75
Pure&Sure Sun Flower Oil 1ltr,Pure&Sure,1 ltr,Miscellaneous,Miscellaneous,5,2,1,479.52,503.5,265,251.75,198.74
Unpolished Rice 25kg,Prakruthivanam,1 kg,Grains,Rice,0,1,1,2100,2100,2125,2100,1600
Clay Colour Water Pots ,Clay Pots,1 pc,Household,Cookware,0,4,5,4000,4000,1050,1000,250
Cashew whole 250g,Dry Fruits,1 pkt,DRYFRUITS,DRYFRUITS,5,10,3,2380.95,2500,250,250,182.5
Pumpkin Seeds 250g,Dry Fruits,1 pkt,SEEDS,VEGETABLE SEEDS,12,14,8,1875,2100,150,150,105
Sunflower Seeds 250g,Dry Fruits,1 pkt,Stationary,Miscellaneous,5,14,7,1200,1260,90,90,60
Watermelon Seeds 250g,Dry Fruits,1 pkt,SEEDS,HERB SEEDS,5,15,6,1071.43,1125,75,75,42.5
Yellow Dates 250g ,Dry Fruits ,1 kg,Miscellaneous,Miscellaneous,12,9,2,795.54,891,99,99,84
Coconut Oil 200ml ,Prakruthivanam,1 ltr,Miscellaneous,Miscellaneous,5,20,20,2000,2100,105,105,84
Andu Korralu (Browntop) 1kg,Prakruthivanam,1 kg,Millet,Millet,5,7,4,1104,1159.2,180,165.6,143.85
Udarlu (Barnyard) 1kg,Prakruthivanam,1 pc,Millet,Millet,5,5,3,613.33,644,140,128.8,112.35
Jaggery 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grocery,0,16,5,1619.2,1619.2,110,101.2,85
Arikalu (kodo) 1kg,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,3,2,420.57,441.6,160,147.2,136.5
Korralu (Foxtail) 1kg,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,4,3,420.57,441.6,120,110.4,92.4
Samalu (Little) 1kg,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,2,1,280.38,294.4,160,147.2,123
Clay Water Jug Big ,Clay Pots,1 ltr,Household,Cookware,0,2,1,360,360,225,180,85
Patnalu (Karum-Karum) 100g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,4,4,228.57,240,60,60,45.15
Dry Dates 100g ,Sree Chandan Corporation ,1 pkt,Miscellaneous,Miscellaneous,5,7,6,300,315,45,45,36.75
Lavender Agarbathis,Gou Ganga,1 pc,Miscellaneous,Miscellaneous,5,5,5,285.71,300,60,60,55
Dhaniyalu 250g,Prakruthivanam,1 pkt,Miscellaneous,Miscellaneous,5,10,1,312.38,328,40,32.8,35.75
Groundnuts 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,12,1,2088,2192.4,210,182.7,168
Jeera 250g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,15,1,1440,1512,120,100.8,90.3
Red Chilli 250g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,20,1,1560,1638,90,81.9,76
Arikalu Ravva 500g,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Siri Dhanyalu Ravva,5,1,1,91.43,96,105,96,79
Jeera 100g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,30,1,1200,1260,50,42,38
Black Gram Split 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,5,50,1,6323.81,6640,160,132.8,117
Andu Korra Ravva 500g,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Siri Dhanyalu Ravva,5,1,1,96.19,101,115,101,92.4
Mustard 100g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,20,1,304.76,320,20,16,13.65
Korralu Ravva 500g,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Siri Dhanyalu Ravva,5,1,1,64.76,68,80,68,61.95
Unpolished Rice 1kg,Prakruthivanam,1 pc,Grains,Rice,5,50,1,3602.38,3782.5,85,75.65,70
Pacha Jonna Ravva 500g,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Millet Ravva,5,1,1,52.76,55.4,65,55.4,50.4
Samalu Ravva 500g,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Millet Ravva,5,1,1,72.57,76.2,100,76.2,77
Methi 100g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,30,1,485.71,510,20,17,14.7
Methi 250g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,20,1,809.52,850,50,42.5,35.7
Red Gram Split 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,100,1,12800,13440,160,134.4,120
GreenGram Split 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,5,30,1,4525.71,4752,180,158.4,143.85
Red Gram Split 500g,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,5,6,1,0,0,85,0,64
Pure&Sure Organic Coconut Sugar 500g,Pure & Sure,1 kg,Miscellaneous,Miscellaneous,18,17,17,5186.44,6120,360,360,270
Mustard 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,2,1,380.95,400,200,200,136.5
Jeera 1kg ,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,5,1,2285.71,2400,480,480,361.2
Methi 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,2,1,380.95,400,200,200,147
Kitchen Cleaner 500ml,Herbal Strategi,1 ltr,Household,Kitchen Cleaner,18,1,1,104.66,123.5,130,123.5,88
Palm Jaggery Small Cubes 250g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,0,2,1,190,190,100,95,85
Pure&Sure Sun Flower Oil 1ltr,Pure&Sure,1 ltr,Miscellaneous,Miscellaneous,5,1,1,251.14,263.69,265,263.69,198.74
Korralu (Foxtail) 1kg,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,3,1,341.17,358.22,120,119.41,92.4
Groundnuts 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,1,1,199.01,208.96,210,208.96,168
Groundnut Chikki 250g,Prakruthivanam,1 pc,Snacks,Home Made,5,1,1,94.77,99.51,100,99.51,70.35
Yellow Kismis 250g,Dry Fruits,1 pkt,DRYFRUITS,DRYFRUITS,5,1,1,86.24,90.55,91,90.55,62.5
Horse Gram Whole 500g,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,5,2,1,94.77,99.51,50,49.75,40.01
White Gingelly Seeds 100g,Prakruthivanam,1 pc,Seeds And Grains,Seeds,5,3,1,85.29,89.56,30,29.85,24.15
Groundnuts 500g,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,1,1,103.47,108.64,110,108.64,88
Groundnut Laddu-100g,Prakruthivanam,1 pc,Snacks,Home Made,5,1,1,28.22,29.63,30,29.63,23.1
Pure&Sure Sun Flower Oil 1ltr,Pure&Sure,1 ltr,Miscellaneous,Miscellaneous,5,1,1,249.27,261.73,265,261.73,198.74
Coconut Oil 500ml - Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,5,410,359,97619.05,102500,250,250,200
Natural Moringa Capsules 100no,Gouthami Agro Industries,1 box,Miscellaneous,Miscellaneous,0,33,26,11550,11550,350,350,245
Black Gram Without Husk 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,8,2,1261.71,1324.8,180,165.6,144
Red Chilli 250g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,4,1,315.43,331.2,90,82.8,76
Dhaniyalu 500g,Prakruthivanam,1 pkt,Miscellaneous,Miscellaneous,5,1,1,61.33,64.4,70,64.4,55.65
Samalu Flour  500g,Prakruthivanam,1 pc,Millet,Millet Flour,5,4,2,280.38,294.4,80,73.6,61.95
Jeera 250g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,6,5,630.86,662.4,120,110.4,90.3
Turmeric Powder 250g,Prakruthivanam,1 pc,Masala & Spices,Powder,5,2,1,175.24,184,100,92,76
Safflower Oil 1lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,14,6,6010.67,6311.2,490,450.8,380.1
Channa Dal 500g,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,70.1,73.6,80,73.6,62
Arikalu Flour 500g ,Prakruthivanam,1 pc,Millet,Millet Flour,5,4,2,332.95,349.6,95,87.4,80.85
Andu Korra Flour 500g,Prakruthivanam,1 pc,Millet,Millet Flour,5,4,2,368,386.4,105,96.6,84
Udarlu Flour 500g,Prakruthivanam,1 pc,Grocery & Staples,Siri Dhanyalu Flour,5,4,2,280.38,294.4,80,73.6,60.9
Korralu Flour 500g,Prakruthivanam,1 pc,Grocery & Staples,Siri Dhanyalu Flour,5,4,2,245.33,257.6,70,64.4,53.55
Groundnuts 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,6,2,1104,1159.2,210,193.2,168
Ragi Papad-200g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,18,1,1,74.07,87.4,95,87.4,91.03
GCC Instant Coffee 50g,GCC,1 kg,Miscellaneous,Miscellaneous,5,10,5,809.52,850,85,85,74
Pure&Sure Basmati Rice 1kg,Pure & Sure,1 kg,Miscellaneous,Miscellaneous,5,30,22,6000,6300,210,210,157.5
Badam 500g,Miscellaneous,1 pkt,Nuts,NUTS,12,1,1,535.71,600,450,600,360
Pure&Sure Mustard Oil 1ltr,Pure & Sure,1 ltr,Miscellaneous,Miscellaneous,5,48,44,14628.57,15360,320,320,240
Prakruthivanam Cow Ghee 250ml,Prakruthivanam,1 ml,Miscellaneous,Miscellaneous,12,1,1,758.93,850,460,850,389.76
Andhra Palta,Miscellaneous,1 pc,Miscellaneous,Miscellaneous,12,1,1,133.93,150,100,150,56
Wheat Straws,Miscellaneous,1 mtr,Household,Cookware,5,136,22,259.05,272,2,2,1.05
Size 2 Clay Cookware,Clay Pots,1 ltr,Household,Cookware,0,1,1,205,205,240,205,100
ClayHandal Cookware,Clay Pots,1 ltr,Miscellaneous,Miscellaneous,0,5,5,750,750,150,150,90
Dates 250g,Prakruthivanam,1 pc,Dry Fruit,Dry Fruit,12,1,1,101.16,113.3,120,113.3,96
Groundnut Chikki 250g,Prakruthivanam,1 pc,Snacks,Home Made,5,1,1,89.92,94.42,100,94.42,70.35
Pure&Sure Organic Saffron 0.5g,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,5,1,1,202.33,212.45,225,212.45,168.75
MittiSe Almond Oil 30ml,MittiSe,1 ltr,Miscellaneous,Miscellaneous,5,1,1,170.86,179.4,190,179.4,133
Pure&Sure Sun Flower Oil 1ltr,Pure&Sure,1 ltr,Miscellaneous,Miscellaneous,5,2,1,476.6,500.43,265,250.21,198.74
Honey Farm Collection 1kg ,Prakruthivanam,1 pc,Branded Foods,Honey,5,3,1,1105.31,1160.57,390,386.86,288.75
Rose Agarbathi ,Gou Ganga,1 pc,Miscellaneous,Miscellaneous,5,1,1,56.68,59.52,60,59.52,55
Palm Jaggry 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,0,3,1,1101.05,1101.05,370,367.02,294
Panchagavya Soap 100g,Prakruthivanam,1 pc,Personal Care,Soaps,18,4,1,336.25,396.78,100,99.19,70.8
Turmeric Powder 500g,Prakruthivanam,1 pc,Masala & Spices,Powder,5,2,1,358.99,376.94,190,188.47,129.2
Dhaniyalu 500g,Prakruthivanam,1 pkt,Miscellaneous,Miscellaneous,5,1,1,66.13,69.44,70,69.44,55.65
Sabja Seeds 100g,Prakruthivanam,1 grm,Masala & Spices,Spices,5,4,1,226.73,238.07,60,59.52,42
Black Gram Without Husk 500g,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,89.75,94.23,95,94.23,76
Pure&Sure Organic Rice Flour 1kg,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,5,1,1,85.02,89.27,90,89.27,67.49
Morga Agarbathis,Gou Ganga,1 pc,Miscellaneous,Miscellaneous,5,4,1,226.73,238.07,60,59.52,55
Red Chilli 250g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,1,1,85.02,89.27,90,89.27,76
Size 1 Clay Cookware,Clay Pots,1 ml,Miscellaneous,Miscellaneous,0,1,1,297.58,297.58,300,297.58,150
Clay Fry Pan,Clay Pots,1 ltr,Miscellaneous,Miscellaneous,0,1,1,347.18,347.18,350,347.18,135
GO DESi IMLIPOP Rs.5,GO DESI,1 grm,Snacks,Home Made,5,50,1,236.18,247.99,5,4.96,4
Pepper 50g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,2,1,113.36,119.03,60,59.52,46
Black Gram Without Husk 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,170.05,178.55,180,178.55,144
Mustard 100g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,9,1,170.05,178.55,20,19.84,13.65
Mittise Antihairfall Oil 230ml,MittiSe,1 ltr,Miscellaneous,Miscellaneous,18,1,1,495.97,585.24,590,585.24,413
Native Circle Moringa Lip Balm,NATIVE CIRCLE,1 kg,Miscellaneous,Miscellaneous,18,2,1,336.25,396.78,200,198.39,156.8
Palapack Multhanimatti Soap 100g,Prakruthivanam,1 pc,Personal Care,Soaps,18,2,1,134.5,158.71,80,79.36,64
Natural Henna Powder 500g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,18,2,1,285.81,337.26,170,168.63,110
Pure&Sure Organic Green Tea 250g,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,5,2,1,661.29,694.36,350,347.18,262.5
Lavender Agarbathis,Gou Ganga,1 pc,Miscellaneous,Miscellaneous,5,5,1,283.41,297.58,60,59.52,55
Kaccha Aam Rs.5,GO DESI,1 box,Miscellaneous,Miscellaneous,5,50,1,236.18,247.99,5,4.96,4
Gingely Oil 5ltr,Prakruthivanam,1 btl,KIRANA,COLD PRESSED OILS,5,3,3,8142.86,8550,2900,2850,2450
Absolute Pure Desi Cow Ghee 190ml,Absolute Ghee,1 ltr,Miscellaneous,Miscellaneous,12,6,6,2946.43,3300,550,550,439.99
Size 2 Clay Cookware,Clay Pots,1 ltr,Household,Cookware,0,5,5,1100,1100,240,220,100
Absolute Pure Desi Cow Ghee 500ml,Absolute Ghee,1 ltr,Miscellaneous,Miscellaneous,12,7,6,9375,10500,1500,1500,1200
Clay Jug Big Size,Miscellaneous,1 ltr,Household,Cookware,0,32,31,7200,7200,225,225,85
Pure&Sure Organic Ginger Paste 150g,Pure & Sue,1 kg,Miscellaneous,Miscellaneous,5,9,9,771.43,810,90,90,67.49
Single Polished Rice 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,3,1,244.29,256.5,90,85.5,75
Pure&Sure Organic Chocolate Saffron Pistachio Dark 30g,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,18,24,23,3661.02,4320,180,180,134.99
Safflower Oil 5ltr,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,5,3,2,6857.14,7200,2450,2400,1900.5
Groundnut Chikki 250g,Prakruthivanam,1 pc,Snacks,Home Made,5,3,1,233.14,244.8,100,81.6,70.35
Millet Muruku 100g,Prakruthivanam,1 grm,Snacks,Home Made,5,2,1,92.38,97,60,48.5,44.1
Pure&Sure Desiccated Coconut Powder 250g,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,12,4,4,607.14,680,170,170,127.49
Pure&Sure Quinoa Seeds 500g,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,5,18,15,4114.29,4320,240,240,179.99
Moringa Powder 250g,Gouthami Agro,1 kg,Naturals,Naturals,0,185,168,64750,64750,350,350,245
Single Polished Rice 25kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,0,1,1,1900,1900,2250,1900,1710
Chilli Powder 250g,Prakruthivanam,1 pc,Masala & Spices,Powder,5,2,1,180.95,190,100,95,75.6
Millet Laddu 250g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,7,6,400,420,60,60,39.9
Groundnut Oil 1lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,388.32,407.73,410,407.73,309
Channa Dal 500g,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,75.77,79.56,80,79.56,62
Black Gram Without Husk 500g,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,2,2,179.95,188.96,95,94.48,76
Pure&Sure Sun Flower Oil 1ltr,Pure&Sure,1 ltr,Miscellaneous,Miscellaneous,5,2,1,501.97,527.07,265,263.54,198.74
Pure&Sure Himalaya Pink Salt 500g,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,5,2,1,161.01,169.06,85,84.53,63.75
Wheat Ravva 500g,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Ravva.,5,2,1,132.6,139.23,70,69.61,55.65
Jeera 250g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,1,1,113.65,119.34,120,119.34,90.3
Red Gram Split 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,151.54,159.12,160,159.12,120
Horse Gram Whole 500g,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,5,8,1,0,0,50,0,40.01
Clay Colour Water Pots ,Clay Pots,1 pc,Household,Cookware,0,1,1,850,850,1050,850,500
GO DESi IMLIPOP Rs.5,GO DESI,1 grm,Snacks,Home Made,5,8,1,685.71,720,5,90,4
Pure&Sure Organic Garlic Paste 150g,Pure & Sure,1 kg,Miscellaneous,Miscellaneous,5,8,8,723.81,760,95,95,71.24
Coconut Oil 5 lt,Prakruthivanam,1 btl,KIRANA,COLD PRESSED OILS,5,1,1,2285.71,2400,2450,2400,1995
Organic Apricot Jam 210g,Pure&Sure,1 grm,Miscellaneous,Miscellaneous,12,3,3,830.36,930,310,310,232.49
Dawachay 50g,Dathu Naturals,1 kg,TEA & COFFEE,Miscellaneous,0,1,1,140,140,150,140,120
Small Ladles,The Kind Earth,1 mtr,Household Supplies,Kitchen Essentials,5,1,1,47.62,50,55,50,36.75
Size 1 Clay Cookware,Clay Pots,1 ml,Miscellaneous,Miscellaneous,0,2,1,539.33,539.33,300,269.66,150
Size 2 Clay Cookware,Clay Pots,1 ltr,Household,Cookware,0,2,1,431.46,431.46,240,215.73,100
Clay Fry Pan,Clay Pots,1 ltr,Miscellaneous,Miscellaneous,0,1,1,314.61,314.61,350,314.61,135
Clay Kadai Big,Clay Pots,1 ltr,Household,Cookware,0,1,1,314.61,314.61,270,314.61,125
Pure&Sure Coconut Milk 160ml,Pure&Sure,1 ltr,Miscellaneous,Miscellaneous,12,1,1,70.68,79.17,80,79.17,60
Jaggery 500g,Prakruthivanam,1 pc,Grocery & Staples,"Salt, Sugar & Jaggery",0,1,1,59.38,59.38,60,59.38,45
Pure&Sure Organic Cinnamon Barak 50g,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,5,1,1,49.01,51.46,52,51.46,39
Clay Colour Water Pots ,Clay Pots,1 pc,Household,Cookware,0,1,1,450,450,1050,450,500
Black Gram Without Husk 500g,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,2,1,171.9,180.5,95,90.25,76
Bamboo Tooth Brush,The Kind Earth,1 mtr,Miscellaneous,Miscellaneous,18,1,1,48.31,57,70,57,35.4
Asafoetida Powder 50g,Arogya Rahasya,1 grm,Miscellaneous,Miscellaneous,5,1,1,71.48,75.05,79,75.05,67.15
Dhaniyalu 250g,Prakruthivanam,1 pkt,Miscellaneous,Miscellaneous,5,1,1,36.19,38,40,38,31.5
Water Filter ,Water Filter,1 pc,Water,Water,18,1,1,0,0,10000,0,7800
Turmeric Powder 500g,Prakruthivanam,1 pc,Masala & Spices,Powder,5,1,1,0,0,190,0,113.4
Pacha Jonnalu 1kg,Prakruthivanam,1 pc,Millet,Millet,5,1,1,0,0,100,0,84
Mustard 100g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,5,1,0,0,20,0,13.65
Korralu Flour 500g,Prakruthivanam,1 pc,Grocery & Staples,Siri Dhanyalu Flour,5,6,1,0,0,70,0,53.55
Dhaniyalu Powder 100g,Prakruthivanam,1 pkt,Miscellaneous,Miscellaneous,5,3,1,0,0,30,0,23.1
Black Gram Without Husk 500g,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,45.24,47.5,95,47.5,76
Korralu (Foxtail) 1kg,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,1,1,57.14,60,120,60,92.4
Andu Korralu (Browntop) 1kg,Prakruthivanam,1 kg,Custom,Custom,5,2,1,171.43,180,180,90,143.85
Gingelly Oil 1Lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,540.79,567.83,580,567.83,490.35
Native Circle Brahmi Turmeric Skincare Cream,NATIVE CIRCLE,1 kg,Miscellaneous,Miscellaneous,18,1,1,248.9,293.71,300,293.71,205.2
Neem & Tulsi Soap100g,Prakruthivanam,1 pc,Personal Care,Soaps,18,5,1,373.36,440.56,90,88.11,62.54
Groundnut Chikki 250g,Prakruthivanam,1 pc,Snacks,Home Made,5,1,1,93.24,97.9,100,97.9,70.35
Pure&Sure Organic Green Peas Dried 500g,Pure & Sure,1 kg,Miscellaneous,Miscellaneous,5,28,25,4000,4200,150,150,112.5
Gingelly Oil 1Lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,2,2,1016.38,1067.2,580,533.6,490.35
Surabhi Cow Ghee 250ml,Surabhi Healthy Life,1 btl,GHEE,Ghee,0,1,1,441.6,441.6,480,441.6,400
Groundnut Chikki 250g,Prakruthivanam,1 pc,Snacks,Home Made,5,1,1,88.87,93.32,100,93.32,70.35
Dates 250g,Prakruthivanam,1 pc,Dry Fruit,Dry Fruit,12,2,1,199.96,223.96,120,111.98,96
Andu Korralu (Browntop) 1kg,Prakruthivanam,1 kg,Custom,Custom,5,5,1,799.85,839.84,180,167.97,143.85
Timbaktu Organic Peanut Peda 150g,Timbaktu,1 kg,Custom,Custom,18,1,1,63.26,74.65,80,74.65,60
Arikalu (kodo) 1kg,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,3,1,426.59,447.91,160,149.3,120
Sunni Pindi 200g,Prakruthivanam,1 pc,Personal Care,Skin Care,12,1,1,83.32,93.32,100,93.32,70.56
Korralu (Foxtail) 1kg,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,4,1,426.59,447.91,120,111.98,92.4
